Contact Id,TxStart [s],TxStart [UTCG],TxStop [s],TxStop [UTCG],SourceEid,SourceName,DestinEid,DestinName,Avg. Delay [s],Data Rate [Bytes/s],Volume [Bytes],Region
7,0,1 Jan 2023 09:59:58.719,17565,1 Jan 2023 14:52:44.161,2,[2] gs-canberra,24,[24] circ,1.28312787746938,3750000,65868750000,B
10,0,1 Jan 2023 09:59:58.709,1669,1 Jan 2023 10:27:48.335,2,[2] gs-canberra,27,[27] south0,1.29616765260062,3750000,6258750000,B
13,0,1 Jan 2023 09:59:58.704,17435,1 Jan 2023 14:50:34.178,2,[2] gs-canberra,25,[25] north0,1.29301525788457,3750000,65381250000,B
28,0,1 Jan 2023 10:00:00.000,13215,1 Jan 2023 13:40:14.811,8,[8] ls-04,24,[24] circ,0.0163324285380168,1875000,24778125000,D
34,0,1 Jan 2023 10:00:00.000,6004,1 Jan 2023 11:40:03.603,7,[7] ls-03,24,[24] circ,0.0174835702860855,1875000,11257500000,D
58,0,1 Jan 2023 10:00:00.000,6004,1 Jan 2023 11:40:03.603,24,[24] circ,7,[7] ls-03,0.0174835702860855,12500000,75050000000,D
64,0,1 Jan 2023 10:00:00.000,17562,1 Jan 2023 14:52:41.914,24,[24] circ,2,[2] gs-canberra,1.28313087839356,12500000,219525000000,B
66,0,1 Jan 2023 10:00:00.000,13215,1 Jan 2023 13:40:14.811,24,[24] circ,8,[8] ls-04,0.0163324285380168,12500000,165187500000,D
70,0,1 Jan 2023 10:00:00.000,17433,1 Jan 2023 14:50:32.016,25,[25] north0,2,[2] gs-canberra,1.29301717096126,12500000,217912500000,B
94,0,1 Jan 2023 10:00:00.000,1670,1 Jan 2023 10:27:49.641,27,[27] south0,2,[2] gs-canberra,1.29617197063503,12500000,20875000000,B
130,2374,1 Jan 2023 10:39:33.788,33175,1 Jan 2023 19:12:54.472,6,[6] ls-02,25,[25] north0,0.023623117369616,1875000,57751875000,C
131,2374,1 Jan 2023 10:39:33.788,33175,1 Jan 2023 19:12:54.472,25,[25] north0,6,[6] ls-02,0.023623117369616,12500000,385012500000,C
134,2769,1 Jan 2023 10:46:08.209,20644,1 Jan 2023 15:44:03.526,11,[11] ls-07,24,[24] circ,0.0166735711978352,1875000,33515625000,D
135,2769,1 Jan 2023 10:46:08.209,20644,1 Jan 2023 15:44:03.526,24,[24] circ,11,[11] ls-07,0.0166735711978352,12500000,223437500000,D
136,2977,1 Jan 2023 10:49:36.715,35873,1 Jan 2023 19:57:52.416,17,[17] ls-13,27,[27] south0,0.0231779528737179,1875000,61680000000,E
137,2977,1 Jan 2023 10:49:36.715,35873,1 Jan 2023 19:57:52.416,27,[27] south0,17,[17] ls-13,0.0231779528737179,12500000,411200000000,E
140,3935,1 Jan 2023 11:05:34.526,36538,1 Jan 2023 20:08:57.780,21,[21] ls-17,27,[27] south0,0.0243069343253606,1875000,61130625000,E
141,3935,1 Jan 2023 11:05:34.526,36538,1 Jan 2023 20:08:57.780,27,[27] south0,21,[21] ls-17,0.0243069343253606,12500000,407537500000,E
142,3977,1 Jan 2023 11:06:16.926,36074,1 Jan 2023 20:01:13.097,18,[18] ls-14,25,[25] north0,0.0247419021618357,1875000,60181875000,C
143,3977,1 Jan 2023 11:06:16.926,36074,1 Jan 2023 20:01:13.097,25,[25] north0,18,[18] ls-14,0.0247419021618357,12500000,401212500000,C
144,4394,1 Jan 2023 11:13:13.011,37555,1 Jan 2023 20:25:54.642,8,[8] ls-04,25,[25] north0,0.024434552802996,1875000,62176875000,C
145,4394,1 Jan 2023 11:13:13.011,37555,1 Jan 2023 20:25:54.642,25,[25] north0,8,[8] ls-04,0.024434552802996,12500000,414512500000,C
146,4458,1 Jan 2023 11:14:17.608,38228,1 Jan 2023 20:37:07.487,19,[19] ls-15,25,[25] north0,0.0232203192238907,1875000,63318750000,C
147,4458,1 Jan 2023 11:14:17.608,38228,1 Jan 2023 20:37:07.487,25,[25] north0,19,[19] ls-15,0.0232203192238907,12500000,422125000000,C
148,4853,1 Jan 2023 11:20:52.310,38026,1 Jan 2023 20:33:45.218,4,[4] ls-00-peary,25,[25] north0,0.0240307204614321,1875000,62199375000,C
149,4853,1 Jan 2023 11:20:52.310,38026,1 Jan 2023 20:33:45.218,25,[25] north0,4,[4] ls-00-peary,0.0240307204614321,12500000,414662500000,C
150,5026,1 Jan 2023 11:23:45.409,18183,1 Jan 2023 15:03:02.813,2,[2] gs-canberra,27,[27] south0,1.31505658711491,3750000,49338750000,B
151,5027,1 Jan 2023 11:23:46.718,18181,1 Jan 2023 15:03:00.377,27,[27] south0,2,[2] gs-canberra,1.31505904633413,12500000,164425000000,B
152,5160,1 Jan 2023 11:25:59.867,38327,1 Jan 2023 20:38:46.669,5,[5] ls-01-shackleton,27,[27] south0,0.0240628644648254,1875000,62188125000,E
153,5160,1 Jan 2023 11:25:59.867,38327,1 Jan 2023 20:38:46.669,27,[27] south0,5,[5] ls-01-shackleton,0.0240628644648254,12500000,414587500000,E
154,5257,1 Jan 2023 11:27:36.482,38952,1 Jan 2023 20:49:11.168,22,[22] ls-18,27,[27] south0,0.0232717850237919,1875000,63178125000,E
155,5257,1 Jan 2023 11:27:36.482,38952,1 Jan 2023 20:49:11.168,27,[27] south0,22,[22] ls-18,0.0232717850237919,12500000,421187500000,E
158,6645,1 Jan 2023 11:50:44.209,39103,1 Jan 2023 20:51:42.973,20,[20] ls-16,25,[25] north0,0.0245281285434784,1875000,60858750000,C
