id,best_t_cost=-1,best_t_pf=-1,sdp_pf=-1,states,t_changes_pf=-1,t_changes_proba_pf=-1,t_cost_pf=-1,ts
33280,1.4725,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)])]",0.957125,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",[66048],[1.0],1.4725,1
32770,2.4725,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)])]",0.957125,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",[65538],[1.0],2.4725,1
36864,3.1725,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 3)])]",0.957125,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",[69632],[1.0],3.1725,1
32784,2.0725,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 11)])]",0.27462500000000006,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",[65552],[1.0],2.0725,1
32772,3.0545687500000005,"[OrderedDict([('copies', 1), ('name', 'send12_10-toward:(26,)'), ('contact_ids', [27]), ('source_node', 13)])]",0.026775937500000027,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[65540, 65552]","[0.95, 0.050000000000000044]",3.0545687500000005,1
34816,4.955275625,"[OrderedDict([('copies', 1), ('name', 'send3_10-toward:(20, 26)'), ('contact_ids', [21, 27]), ('source_node', 4)])]",0.001991031250000004,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)","[67584, 65540, 65552]","[0.95, 0.04750000000000004, 0.0025000000000000044]",4.955275625,1
32800,1.65,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 10)])]",0.42250000000000004,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",[65568],[1.0],1.65,1
33024,1.0,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 7)])]",0.65,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",[65792],[1.0],1.0,1
33792,4.808143749999999,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 5)])]",0.6639059375,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",[66560],[1.0],4.808143749999999,1
32776,3.0867500000000003,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 12)])]",0.8217625,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",[65544],[1.0],3.0867500000000003,1
32769,5.808143749999999,"[OrderedDict([('copies', 1), ('name', 'send14_4-toward:(108,)'), ('contact_ids', [109]), ('source_node', 15)])]",0.6639059375,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[65537, 66560]","[0.0, 1.0]",5.808143749999999,1
32832,6.808143749999999,"[OrderedDict([('copies', 1), ('name', 'send8_4-toward:(72, 108)'), ('contact_ids', [73, 109]), ('source_node', 9)])]",0.6639059375,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[65600, 65537, 66560]","[0.0, 0.0, 1.0]",6.808143749999999,1
49152,0.0,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 1)])]",1.0,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",[81920],[1.0],0.0,1
